gid_0,name_0,indicator_name,weight,score,score_ranked,cat,label,un_region,wb_region
VNM,Vietnam,bws,Ind,1.839933801,80,1,Low - Medium (10-20%),Asia,East Asia & Pacific
USA,United States,drr,Irr,1.8387652,121,1,Low - Medium (0.2-0.4),Americas,North America
SLE,Sierra Leone,drr,Irr,1.83644623,122,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
CZE,Czech Republic,bws,Tot,1.835970493,84,1,Low - Medium (10-20%),Europe,Europe & Central Asia
ARG,Argentina,bws,Tot,1.834917254,85,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
JAM,Jamaica,drr,Dom,1.83485826,119,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
BOL,Bolivia,drr,Tot,1.8343923,120,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
URY,Uruguay,bws,Tot,1.832983309,86,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
SLV,El Salvador,bws,Dom,1.828718902,83,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
LUX,Luxembourg,drr,Irr,1.828065975,123,1,Low - Medium (0.2-0.4),Europe,Europe & Central Asia
PHL,Philippines,bws,Dom,1.827379098,84,1,Low - Medium (10-20%),Asia,East Asia & Pacific
CMR,Cameroon,drr,Ind,1.82696732,115,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
SLE,Sierra Leone,drr,Liv,1.82691124,118,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
DEU,Germany,bws,One,1.82392039,74,1,Low - Medium (10-20%),Europe,Europe & Central Asia
FIN,Finland,drr,Tot,1.82366301,121,1,Low - Medium (0.2-0.4),Europe,Europe & Central Asia
BTN,Bhutan,drr,Irr,1.82288425,124,1,Low - Medium (0.2-0.4),Asia,South Asia
VEN,Venezuela,drr,Dom,1.82145958,120,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
VEN,Venezuela,bws,Tot,1.820253759,87,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
ARG,Argentina,bws,One,1.813717434,75,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
FIN,Finland,drr,Ind,1.81005499,116,1,Low - Medium (0.2-0.4),Europe,Europe & Central Asia
MNG,Mongolia,drr,Liv,1.80752351,119,1,Low - Medium (0.2-0.4),Asia,East Asia & Pacific
FRA,France,bws,Irr,1.801104271,83,1,Low - Medium (10-20%),Europe,Europe & Central Asia
AUS,Australia,drr,Tot,1.80087136,122,1,Low - Medium (0.2-0.4),Oceania,East Asia & Pacific
ZWE,Zimbabwe,rfr,Pop,1.800339204,107,1,"Low - Medium (2 in 1,000 to 4 in 1,000)",Africa,Sub-Saharan Africa
CRI,Costa Rica,drr,Liv,1.79926322,120,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
BOL,Bolivia,drr,Ind,1.794904225,117,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
SWE,Sweden,drr,Liv,1.79132681,121,1,Low - Medium (0.2-0.4),Europe,Europe & Central Asia
KOR,South Korea,drr,Tot,1.78575865,123,1,Low - Medium (0.2-0.4),Asia,East Asia & Pacific
LTU,Lithuania,bws,Irr,1.776512707,84,1,Low - Medium (10-20%),Europe,Europe & Central Asia
SLE,Sierra Leone,drr,One,1.7733823,109,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
PAN,Panama,drr,One,1.77298568,110,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
TLS,Timor-Leste,bws,Liv,1.772625858,74,1,Low - Medium (10-20%),Asia,East Asia & Pacific
TLS,Timor-Leste,bws,Tot,1.772192187,88,1,Low - Medium (10-20%),Asia,East Asia & Pacific
TLS,Timor-Leste,bws,Dom,1.772192161,85,1,Low - Medium (10-20%),Asia,East Asia & Pacific
TLS,Timor-Leste,bws,Ind,1.772192161,81,1,Low - Medium (10-20%),Asia,East Asia & Pacific
TLS,Timor-Leste,bws,Irr,1.772192161,85,1,Low - Medium (10-20%),Asia,East Asia & Pacific
GAB,Gabon,drr,Irr,1.77081659,125,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
LAO,Laos,drr,Liv,1.762553125,122,1,Low - Medium (0.2-0.4),Asia,East Asia & Pacific
SVK,Slovakia,bws,Liv,1.760433757,75,1,Low - Medium (10-20%),Europe,Europe & Central Asia
CZE,Czech Republic,bws,Dom,1.758437659,86,1,Low - Medium (10-20%),Europe,Europe & Central Asia
USA,United States,bws,One,1.757645008,76,1,Low - Medium (10-20%),Americas,North America
IDN,Indonesia,bws,Liv,1.751802728,77,1,Low - Medium (10-20%),Asia,East Asia & Pacific
LAO,Laos,drr,Dom,1.745268695,121,1,Low - Medium (0.2-0.4),Asia,East Asia & Pacific
MNG,Mongolia,drr,One,1.743891505,111,1,Low - Medium (0.2-0.4),Asia,East Asia & Pacific
RUS,Russia,bws,Irr,1.74377565,86,1,Low - Medium (10-20%),Europe,Europe & Central Asia
NGA,Nigeria,drr,Irr,1.737186615,126,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
DEU,Germany,bws,Irr,1.731174453,87,1,Low - Medium (10-20%),Europe,Europe & Central Asia
AGO,Angola,drr,One,1.728667255,112,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
SSD,South Sudan,bws,Liv,1.728612207,78,1,Low - Medium (10-20%),Africa,Sub-Saharan Africa
CAN,Canada,bws,Liv,1.728585056,79,1,Low - Medium (10-20%),Americas,North America
NAM,Namibia,drr,Liv,1.726410925,123,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
SUR,Suriname,bws,Irr,1.726181865,88,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
JPN,Japan,bws,Liv,1.72390245,80,1,Low - Medium (10-20%),Asia,East Asia & Pacific
PER,Peru,bws,One,1.720849615,77,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
CRI,Costa Rica,drr,One,1.71982425,113,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
BOL,Bolivia,drr,Dom,1.718353515,122,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
CUB,Cuba,bws,Irr,1.717783071,89,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
CAF,Central African Republic,drr,Irr,1.71626601,127,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
GRC,Greece,rfr,Pop,1.711805576,108,1,"Low - Medium (2 in 1,000 to 4 in 1,000)",Europe,Europe & Central Asia
ARM,Armenia,drr,Dom,1.711356935,123,1,Low - Medium (0.2-0.4),Asia,Europe & Central Asia
POL,Poland,bws,Dom,1.697667901,87,1,Low - Medium (10-20%),Europe,Europe & Central Asia
SLE,Sierra Leone,drr,Tot,1.69727449,124,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
CRI,Costa Rica,drr,Ind,1.69221225,118,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
DJI,Djibouti,drr,Tot,1.687404525,125,1,Low - Medium (0.2-0.4),Africa,Middle East & North Africa
CAF,Central African Republic,drr,One,1.68201345,114,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
SLV,El Salvador,bws,Ind,1.676598687,82,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
BRA,Brazil,drr,One,1.67653832,115,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
GMB,Gambia,drr,Liv,1.67641704,124,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
LAO,Laos,drr,One,1.6756151,116,1,Low - Medium (0.2-0.4),Asia,East Asia & Pacific
SOM,Somalia,bws,Tot,1.674658334,89,1,Low - Medium (10-20%),Africa,Sub-Saharan Africa
LBR,Liberia,drr,Dom,1.67013166,124,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
NAM,Namibia,drr,Dom,1.66990838,125,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
SUR,Suriname,bws,Tot,1.667553064,90,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
LUX,Luxembourg,drr,Dom,1.665951985,126,1,Low - Medium (0.2-0.4),Europe,Europe & Central Asia
NLD,Netherlands,bws,Irr,1.663487932,90,1,Low - Medium (10-20%),Europe,Europe & Central Asia
BOL,Bolivia,drr,Liv,1.66243065,125,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
CUB,Cuba,bws,Ind,1.660114859,83,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
POL,Poland,bws,Tot,1.65863867,91,1,Low - Medium (10-20%),Europe,Europe & Central Asia
LUX,Luxembourg,drr,Tot,1.655550765,126,1,Low - Medium (0.2-0.4),Europe,Europe & Central Asia
UKR,Ukraine,bws,Irr,1.654951531,91,1,Low - Medium (10-20%),Europe,Europe & Central Asia
LUX,Luxembourg,drr,Ind,1.65463923,119,1,Low - Medium (0.2-0.4),Europe,Europe & Central Asia
LUX,Luxembourg,drr,Liv,1.653873775,126,1,Low - Medium (0.2-0.4),Europe,Europe & Central Asia
CUB,Cuba,bws,Tot,1.650924902,92,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
POL,Poland,bws,Ind,1.650141884,84,1,Low - Medium (10-20%),Europe,Europe & Central Asia
FRA,France,bws,One,1.649834054,79,1,Low - Medium (10-20%),Europe,Europe & Central Asia
SOM,Somalia,bws,Irr,1.64755299,92,1,Low - Medium (10-20%),Africa,Sub-Saharan Africa
BFA,Burkina Faso,bws,Tot,1.646041049,93,1,Low - Medium (10-20%),Africa,Sub-Saharan Africa
DJI,Djibouti,drr,Irr,1.644765745,128,1,Low - Medium (0.2-0.4),Africa,Middle East & North Africa
AUS,Australia,drr,Liv,1.64344108,127,1,Low - Medium (0.2-0.4),Oceania,East Asia & Pacific
CHL,Chile,drr,Ind,1.642556695,120,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
CZE,Czech Republic,bws,One,1.637214018,80,1,Low - Medium (10-20%),Europe,Europe & Central Asia
ARG,Argentina,rfr,Pop,1.628398117,109,1,"Low - Medium (2 in 1,000 to 4 in 1,000)",Americas,Latin America & Caribbean
CAF,Central African Republic,drr,Dom,1.625866895,127,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
BRA,Brazil,rfr,Pop,1.624863181,110,1,"Low - Medium (2 in 1,000 to 4 in 1,000)",Americas,Latin America & Caribbean
SVK,Slovakia,bws,Irr,1.623644858,93,1,Low - Medium (10-20%),Europe,Europe & Central Asia
VEN,Venezuela,rfr,Pop,1.622782887,111,1,"Low - Medium (2 in 1,000 to 4 in 1,000)",Americas,Latin America & Caribbean
POL,Poland,bws,Liv,1.619863822,81,1,Low - Medium (10-20%),Europe,Europe & Central Asia
SVK,Slovakia,bws,Ind,1.61808539,85,1,Low - Medium (10-20%),Europe,Europe & Central Asia
LUX,Luxembourg,drr,One,1.615840125,117,1,Low - Medium (0.2-0.4),Europe,Europe & Central Asia
SVK,Slovakia,bws,Tot,1.615225882,94,1,Low - Medium (10-20%),Europe,Europe & Central Asia
LSO,Lesotho,bws,Liv,1.608977298,82,1,Low - Medium (10-20%),Africa,Sub-Saharan Africa
DOM,Dominican Republic,bws,One,1.604479359,81,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
DOM,Dominican Republic,bws,Tot,1.604479359,95,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
DOM,Dominican Republic,bws,Dom,1.604479359,88,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
DOM,Dominican Republic,bws,Ind,1.604479359,86,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
DOM,Dominican Republic,bws,Irr,1.604479359,94,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
DOM,Dominican Republic,bws,Liv,1.604479359,83,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
HTI,Haiti,bws,Ind,1.604479359,87,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
HTI,Haiti,bws,Irr,1.604479358,95,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
HTI,Haiti,bws,Tot,1.602577632,96,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
AUS,Australia,drr,Dom,1.60234717,128,1,Low - Medium (0.2-0.4),Oceania,East Asia & Pacific
TLS,Timor-Leste,drr,Ind,1.602063625,121,1,Low - Medium (0.2-0.4),Asia,East Asia & Pacific
HTI,Haiti,bws,Liv,1.601326712,84,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
KAZ,Kazakhstan,rfr,Pop,1.600860534,112,1,"Low - Medium (2 in 1,000 to 4 in 1,000)",Asia,Europe & Central Asia
CUB,Cuba,bws,Dom,1.598551579,89,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
SUR,Suriname,drr,Irr,1.598258875,129,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
AGO,Angola,bws,Liv,1.598239217,85,1,Low - Medium (10-20%),Africa,Sub-Saharan Africa
HTI,Haiti,bws,Dom,1.595806638,90,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
NAM,Namibia,rfr,Pop,1.590315066,113,1,"Low - Medium (2 in 1,000 to 4 in 1,000)",Africa,Sub-Saharan Africa
AUS,Australia,rfr,Pop,1.589633919,114,1,"Low - Medium (2 in 1,000 to 4 in 1,000)",Oceania,East Asia & Pacific
GBR,United Kingdom,bws,Irr,1.58867991,96,1,Low - Medium (10-20%),Europe,Europe & Central Asia
BWA,Botswana,drr,One,1.58461546,118,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
NLD,Netherlands,bws,Ind,1.584415435,88,1,Low - Medium (10-20%),Europe,Europe & Central Asia
NLD,Netherlands,bws,Tot,1.581120297,97,1,Low - Medium (10-20%),Europe,Europe & Central Asia
JPN,Japan,bws,One,1.581071948,82,1,Low - Medium (10-20%),Asia,East Asia & Pacific
SRB,Serbia,bws,One,1.577507062,83,1,Low - Medium (10-20%),Europe,Europe & Central Asia
SVK,Slovakia,bws,Dom,1.576237332,91,1,Low - Medium (10-20%),Europe,Europe & Central Asia
SLE,Sierra Leone,drr,Dom,1.56546024,129,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
MMR,Myanmar,bws,Dom,1.565420562,92,1,Low - Medium (10-20%),Asia,East Asia & Pacific
GBR,United Kingdom,bws,Dom,1.561019692,93,1,Low - Medium (10-20%),Europe,Europe & Central Asia
MMR,Myanmar,bws,Ind,1.557481253,89,1,Low - Medium (10-20%),Asia,East Asia & Pacific
SRB,Serbia,bws,Liv,1.55654141,86,1,Low - Medium (10-20%),Europe,Europe & Central Asia
LBR,Liberia,drr,Tot,1.556526885,127,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
BOL,Bolivia,drr,One,1.55495945,119,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
SWE,Sweden,drr,Tot,1.553504005,128,1,Low - Medium (0.2-0.4),Europe,Europe & Central Asia
COD,Democratic Republic of the Congo,drr,Dom,1.55000988,130,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
CHL,Chile,drr,Liv,1.54621169,128,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
NLD,Netherlands,bws,Dom,1.538337707,94,1,Low - Medium (10-20%),Europe,Europe & Central Asia
VEN,Venezuela,bws,Dom,1.529343161,95,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
CRI,Costa Rica,drr,Dom,1.528885755,131,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
AUS,Australia,drr,Ind,1.525864575,122,1,Low - Medium (0.2-0.4),Oceania,East Asia & Pacific
BGD,Bangladesh,bws,One,1.523824536,84,1,Low - Medium (10-20%),Asia,South Asia
NAM,Namibia,drr,Tot,1.517327185,129,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
USA,United States,drr,One,1.517048125,120,1,Low - Medium (0.2-0.4),Americas,North America
FIN,Finland,drr,Liv,1.514586945,129,1,Low - Medium (0.2-0.4),Europe,Europe & Central Asia
CUB,Cuba,bws,Liv,1.511473539,87,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
AGO,Angola,bws,Ind,1.509020767,90,1,Low - Medium (10-20%),Africa,Sub-Saharan Africa
COG,Republic of Congo,drr,Irr,1.506010935,130,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
BGR,Bulgaria,bws,One,1.491775958,85,1,Low - Medium (10-20%),Europe,Europe & Central Asia
COD,Democratic Republic of the Congo,drr,Liv,1.489287525,130,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
DJI,Djibouti,drr,Ind,1.488628855,123,1,Low - Medium (0.2-0.4),Africa,Middle East & North Africa
AGO,Angola,bws,One,1.479840719,86,1,Low - Medium (10-20%),Africa,Sub-Saharan Africa
URY,Uruguay,bws,Dom,1.479313998,96,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
NLD,Netherlands,bws,Liv,1.476595249,88,1,Low - Medium (10-20%),Europe,Europe & Central Asia
GAB,Gabon,drr,Tot,1.470653455,130,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
SSD,South Sudan,bws,Dom,1.468145677,97,1,Low - Medium (10-20%),Africa,Sub-Saharan Africa
BGR,Bulgaria,bws,Ind,1.464547771,91,1,Low - Medium (10-20%),Europe,Europe & Central Asia
ISL,Iceland,rfr,Pop,1.459558784,115,1,"Low - Medium (2 in 1,000 to 4 in 1,000)",Europe,Europe & Central Asia
HTI,Haiti,bws,One,1.458617599,87,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
SDN,Sudan,bws,Tot,1.457958178,98,1,Low - Medium (10-20%),Africa,Sub-Saharan Africa
BGR,Bulgaria,bws,Tot,1.45732336,99,1,Low - Medium (10-20%),Europe,Europe & Central Asia
NAM,Namibia,drr,Irr,1.45340185,131,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
SVK,Slovakia,rfr,Pop,1.448087198,116,1,"Low - Medium (2 in 1,000 to 4 in 1,000)",Europe,Europe & Central Asia
ROU,Romania,bws,Dom,1.445817204,98,1,Low - Medium (10-20%),Europe,Europe & Central Asia
ETH,Ethiopia,bws,Ind,1.444253019,92,1,Low - Medium (10-20%),Africa,Sub-Saharan Africa
ZMB,Zambia,rfr,Pop,1.442897161,117,1,"Low - Medium (2 in 1,000 to 4 in 1,000)",Africa,Sub-Saharan Africa
GUY,Guyana,bws,Ind,1.433768225,93,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
ARG,Argentina,bws,Liv,1.428215665,89,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
COD,Democratic Republic of the Congo,drr,One,1.42499284,121,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
TCD,Chad,bws,Liv,1.424417161,90,1,Low - Medium (10-20%),Africa,Sub-Saharan Africa
SWE,Sweden,drr,Ind,1.420930345,124,1,Low - Medium (0.2-0.4),Europe,Europe & Central Asia
BGR,Bulgaria,bws,Liv,1.420337282,91,1,Low - Medium (10-20%),Europe,Europe & Central Asia
MYS,Malaysia,bws,Irr,1.418781498,98,1,Low - Medium (10-20%),Asia,East Asia & Pacific
SVN,Slovenia,rfr,Pop,1.417806317,118,1,"Low - Medium (2 in 1,000 to 4 in 1,000)",Europe,Europe & Central Asia
KHM,Cambodia,bws,Ind,1.414486839,94,1,Low - Medium (10-20%),Asia,East Asia & Pacific
ROU,Romania,bws,Ind,1.40875578,95,1,Low - Medium (10-20%),Europe,Europe & Central Asia
LBR,Liberia,drr,One,1.40842541,122,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
LBR,Liberia,drr,Liv,1.404278005,131,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
TJK,Tajikistan,bws,One,1.402099567,88,1,Low - Medium (10-20%),Asia,Europe & Central Asia
PHL,Philippines,bws,Liv,1.398567024,92,1,Low - Medium (10-20%),Asia,East Asia & Pacific
CMR,Cameroon,drr,Tot,1.398330155,131,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
IRL,Ireland,rfr,Pop,1.39562074,119,1,"Low - Medium (2 in 1,000 to 4 in 1,000)",Europe,Europe & Central Asia
POL,Poland,bws,One,1.395397442,89,1,Low - Medium (10-20%),Europe,Europe & Central Asia
SSD,South Sudan,bws,Tot,1.393236802,101,1,Low - Medium (10-20%),Africa,Sub-Saharan Africa
LSO,Lesotho,rfr,Pop,1.391868787,120,1,"Low - Medium (2 in 1,000 to 4 in 1,000)",Africa,Sub-Saharan Africa
SLV,El Salvador,bws,Liv,1.39033578,93,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
FIN,Finland,drr,One,1.382752945,123,1,Low - Medium (0.2-0.4),Europe,Europe & Central Asia
MDA,Moldova,bws,Irr,1.373650754,99,1,Low - Medium (10-20%),Europe,Europe & Central Asia
UKR,Ukraine,bws,Tot,1.372503853,102,1,Low - Medium (10-20%),Europe,Europe & Central Asia
ROU,Romania,bws,Liv,1.371686374,94,1,Low - Medium (10-20%),Europe,Europe & Central Asia
COG,Republic of Congo,drr,Liv,1.369397755,132,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
ZAF,South Africa,rfr,Pop,1.365721773,121,1,"Low - Medium (2 in 1,000 to 4 in 1,000)",Africa,Sub-Saharan Africa
UKR,Ukraine,bws,Dom,1.364716972,100,1,Low - Medium (10-20%),Europe,Europe & Central Asia
SDN,Sudan,bws,Irr,1.363607495,101,1,Low - Medium (10-20%),Africa,Sub-Saharan Africa
VNM,Vietnam,bws,Liv,1.356965233,96,1,Low - Medium (10-20%),Asia,East Asia & Pacific
PRK,North Korea,bws,One,1.355352118,90,1,Low - Medium (10-20%),Asia,East Asia & Pacific
BGR,Bulgaria,bws,Irr,1.349452831,102,1,Low - Medium (10-20%),Europe,Europe & Central Asia
CRI,Costa Rica,rfr,Pop,1.348706416,122,1,"Low - Medium (2 in 1,000 to 4 in 1,000)",Americas,Latin America & Caribbean
VNM,Vietnam,bws,One,1.343689888,92,1,Low - Medium (10-20%),Asia,East Asia & Pacific
ARG,Argentina,bws,Ind,1.333086279,98,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
LTU,Lithuania,bws,Liv,1.332688732,97,1,Low - Medium (10-20%),Europe,Europe & Central Asia
SVK,Slovakia,bws,One,1.331444137,93,1,Low - Medium (10-20%),Europe,Europe & Central Asia
KHM,Cambodia,bws,Liv,1.324185195,98,1,Low - Medium (10-20%),Asia,East Asia & Pacific
EST,Estonia,rfr,Pop,1.32330111,123,1,"Low - Medium (2 in 1,000 to 4 in 1,000)",Europe,Europe & Central Asia
LBR,Liberia,drr,Irr,1.32320589,132,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
PRY,Paraguay,rfr,Pop,1.322072281,124,1,"Low - Medium (2 in 1,000 to 4 in 1,000)",Americas,Latin America & Caribbean
GUY,Guyana,drr,Liv,1.321326885,133,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
DNK,Denmark,rfr,Pop,1.320225767,125,1,"Low - Medium (2 in 1,000 to 4 in 1,000)",Europe,Europe & Central Asia
GUY,Guyana,drr,One,1.31991749,124,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
UKR,Ukraine,bws,Ind,1.316689611,99,1,Low - Medium (10-20%),Europe,Europe & Central Asia
AUS,Australia,drr,One,1.314901875,125,1,Low - Medium (0.2-0.4),Oceania,East Asia & Pacific
CAN,Canada,bws,Dom,1.313637254,102,1,Low - Medium (10-20%),Americas,North America
CUB,Cuba,bws,One,1.312191099,94,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
RUS,Russia,bws,Dom,1.307567583,103,1,Low - Medium (10-20%),Europe,Europe & Central Asia
NAM,Namibia,drr,Ind,1.301772225,125,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
SSD,South Sudan,drr,Irr,1.29953131,133,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
BRA,Brazil,bws,Irr,1.299088514,103,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
GBR,United Kingdom,bws,Tot,1.298003739,104,1,Low - Medium (10-20%),Europe,Europe & Central Asia
PHL,Philippines,bws,One,1.295124424,95,1,Low - Medium (10-20%),Asia,East Asia & Pacific
BGR,Bulgaria,bws,Dom,1.293675592,104,1,Low - Medium (10-20%),Europe,Europe & Central Asia
EST,Estonia,bws,Dom,1.290528938,105,1,Low - Medium (10-20%),Europe,Europe & Central Asia
NOR,Norway,drr,Irr,1.289054555,134,1,Low - Medium (0.2-0.4),Europe,Europe & Central Asia
COL,Colombia,drr,One,1.286595345,126,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
BDI,Burundi,drr,Ind,1.285928085,126,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
GTM,Guatemala,bws,Irr,1.284465376,104,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
PER,Peru,drr,One,1.281330905,127,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
GAB,Gabon,drr,Ind,1.268894745,127,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
MDA,Moldova,bws,Tot,1.262222811,105,1,Low - Medium (10-20%),Europe,Europe & Central Asia
GNQ,Equatorial Guinea,drr,Tot,1.26204411,132,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
SUR,Suriname,drr,Tot,1.26156873,133,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
SRB,Serbia,bws,Ind,1.256320237,100,1,Low - Medium (10-20%),Europe,Europe & Central Asia
GAB,Gabon,drr,Dom,1.25631782,132,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
VEN,Venezuela,drr,One,1.25603868,128,1,Low - Medium (0.2-0.4),Americas,Latin America & Caribbean
NGA,Nigeria,bws,Irr,1.247018525,105,1,Low - Medium (10-20%),Africa,Sub-Saharan Africa
SRB,Serbia,bws,Tot,1.235523742,106,1,Low - Medium (10-20%),Europe,Europe & Central Asia
MDA,Moldova,bws,Ind,1.23342383,101,1,Low - Medium (10-20%),Europe,Europe & Central Asia
CAN,Canada,bws,Tot,1.233315456,107,1,Low - Medium (10-20%),Americas,North America
NAM,Namibia,drr,One,1.23173091,129,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
GBR,United Kingdom,bws,Ind,1.229556414,102,1,Low - Medium (10-20%),Europe,Europe & Central Asia
EST,Estonia,bws,Tot,1.218060312,108,1,Low - Medium (10-20%),Europe,Europe & Central Asia
VEN,Venezuela,bws,Ind,1.217037845,103,1,Low - Medium (10-20%),Americas,Latin America & Caribbean
GIN,Guinea,drr,Ind,1.209475765,128,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
EST,Estonia,bws,Ind,1.20652956,104,1,Low - Medium (10-20%),Europe,Europe & Central Asia
LVA,Latvia,rfr,Pop,1.20496139,126,1,"Low - Medium (2 in 1,000 to 4 in 1,000)",Europe,Europe & Central Asia
UKR,Ukraine,bws,Liv,1.20015006,99,1,Low - Medium (10-20%),Europe,Europe & Central Asia
BLR,Belarus,bws,Dom,1.198282362,106,1,Low - Medium (10-20%),Europe,Europe & Central Asia
CAF,Central African Republic,drr,Tot,1.19454456,134,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
GEO,Georgia,bws,Irr,1.188535547,106,1,Low - Medium (10-20%),Asia,Europe & Central Asia
BLR,Belarus,bws,Ind,1.188192766,105,1,Low - Medium (10-20%),Europe,Europe & Central Asia
CAN,Canada,bws,Ind,1.188040556,106,1,Low - Medium (10-20%),Americas,North America
ROU,Romania,bws,Tot,1.188014819,109,1,Low - Medium (10-20%),Europe,Europe & Central Asia
COG,Republic of Congo,drr,Ind,1.1879041,129,1,Low - Medium (0.2-0.4),Africa,Sub-Saharan Africa
