gid_0,name_0,year,scenario,indicator_name,weight,score,score_ranked,cat,label,un_region,wb_region
ERI,Eritrea,2080,opt,bws,Tot,3.38214986612337,49,3,High (40-80%),Africa,Sub-Saharan Africa
LUX,Luxembourg,2050,pes,bws,Liv,3.38191241507706,39,3,High (40-80%),Europe,Europe & Central Asia
TUR,Turkey,2050,bau,bws,Liv,3.37992694108589,43,3,High (40-80%),Asia,Europe & Central Asia
LUX,Luxembourg,2050,pes,bws,Irr,3.37888966664453,50,3,High (40-80%),Europe,Europe & Central Asia
ZAF,South Africa,2030,pes,bws,Liv,3.37880731106028,37,3,High (40-80%),Africa,Sub-Saharan Africa
LUX,Luxembourg,2080,opt,bws,Ind,3.37834767866271,49,3,High (40-80%),Europe,Europe & Central Asia
PRT,Portugal,2030,pes,bws,Tot,3.37715760968228,46,3,High (40-80%),Europe,Europe & Central Asia
MNG,Mongolia,2030,pes,bws,One,3.37635080921139,34,3,High (40-80%),Asia,East Asia & Pacific
LSO,Lesotho,2080,bau,bws,Liv,3.3759178073332,47,3,High (40-80%),Africa,Sub-Saharan Africa
AFG,Afghanistan,2030,bau,bws,Tot,3.37485477260007,46,3,High (40-80%),Asia,South Asia
KGZ,Kyrgyzstan,2030,bau,bws,Dom,3.37449262580953,43,3,High (40-80%),Asia,Europe & Central Asia
MAR,Morocco,2050,bau,bws,One,3.3742942137894,35,3,High (40-80%),Africa,Middle East & North Africa
LUX,Luxembourg,2080,opt,bws,Tot,3.37344677839541,50,3,High (40-80%),Europe,Europe & Central Asia
TKM,Turkmenistan,2030,opt,bws,Dom,3.3734054655253,45,3,High (40-80%),Asia,Europe & Central Asia
KGZ,Kyrgyzstan,2080,pes,bws,Liv,3.37296893282026,44,3,High (40-80%),Asia,Europe & Central Asia
BFA,Burkina Faso,2080,opt,bws,Dom,3.37095066095109,48,3,High (40-80%),Africa,Sub-Saharan Africa
KGZ,Kyrgyzstan,2050,bau,bws,Dom,3.3707073981191,50,3,High (40-80%),Asia,Europe & Central Asia
ITA,Italy,2050,opt,bws,Liv,3.36734989458645,39,3,High (40-80%),Europe,Europe & Central Asia
MKD,Macedonia,2050,pes,bws,Liv,3.36677208959688,40,3,High (40-80%),Europe,Europe & Central Asia
UZB,Uzbekistan,2030,bau,bws,One,3.36671842897713,34,3,High (40-80%),Asia,Europe & Central Asia
ALB,Albania,2050,bau,bws,One,3.36640922217248,36,3,High (40-80%),Europe,Europe & Central Asia
MNG,Mongolia,2080,pes,bws,One,3.36630377791528,43,3,High (40-80%),Asia,East Asia & Pacific
AFG,Afghanistan,2080,pes,bws,One,3.36612826778342,44,3,High (40-80%),Asia,South Asia
TUR,Turkey,2030,pes,bws,Dom,3.36206361345522,43,3,High (40-80%),Asia,Europe & Central Asia
TUR,Turkey,2030,opt,bws,Ind,3.36019580558256,47,3,High (40-80%),Asia,Europe & Central Asia
MRT,Mauritania,2030,bau,bws,Dom,3.36009678611915,44,3,High (40-80%),Africa,Sub-Saharan Africa
TZA,Tanzania,2050,bau,bws,Irr,3.35973878411309,49,3,High (40-80%),Africa,Sub-Saharan Africa
SEN,Senegal,2050,bau,bws,Tot,3.35887993025674,51,3,High (40-80%),Africa,Sub-Saharan Africa
TUR,Turkey,2050,opt,bws,Irr,3.35858965824866,47,3,High (40-80%),Asia,Europe & Central Asia
MKD,Macedonia,2080,opt,bws,Liv,3.3582736943442,41,3,High (40-80%),Europe,Europe & Central Asia
MKD,Macedonia,2030,opt,bws,Ind,3.35779226648774,48,3,High (40-80%),Europe,Europe & Central Asia
TUR,Turkey,2080,pes,bws,One,3.35734296875967,45,3,High (40-80%),Asia,Europe & Central Asia
KGZ,Kyrgyzstan,2050,opt,bws,Irr,3.3568477553823,48,3,High (40-80%),Asia,Europe & Central Asia
NER,Niger,2080,pes,bws,Liv,3.35672407969983,45,3,High (40-80%),Africa,Sub-Saharan Africa
SLV,El Salvador,2080,bau,bws,Ind,3.35616011744725,56,3,High (40-80%),Americas,Latin America & Caribbean
NPL,Nepal,2080,pes,bws,Irr,3.35600897751091,56,3,High (40-80%),Asia,South Asia
ALB,Albania,2080,opt,bws,One,3.35475973992611,39,3,High (40-80%),Europe,Europe & Central Asia
IRQ,Iraq,2030,pes,bws,One,3.35431988660136,35,3,High (40-80%),Asia,Middle East & North Africa
LUX,Luxembourg,2050,bau,bws,One,3.35282451543077,37,3,High (40-80%),Europe,Europe & Central Asia
THA,Thailand,2080,opt,bws,Ind,3.35223692215084,50,3,High (40-80%),Asia,East Asia & Pacific
THA,Thailand,2080,bau,bws,Ind,3.35112016812879,57,3,High (40-80%),Asia,East Asia & Pacific
PER,Peru,2050,bau,bws,Ind,3.35096591496672,52,3,High (40-80%),Americas,Latin America & Caribbean
PRT,Portugal,2030,pes,bws,Ind,3.35072848838734,45,3,High (40-80%),Europe,Europe & Central Asia
ERI,Eritrea,2050,opt,bws,Tot,3.35064126073623,45,3,High (40-80%),Africa,Sub-Saharan Africa
NER,Niger,2030,opt,bws,Irr,3.35060517608004,49,3,High (40-80%),Africa,Sub-Saharan Africa
TKM,Turkmenistan,2030,bau,bws,Dom,3.35039835539086,45,3,High (40-80%),Asia,Europe & Central Asia
KGZ,Kyrgyzstan,2080,opt,bws,Dom,3.34917515956888,49,3,High (40-80%),Asia,Europe & Central Asia
MNG,Mongolia,2050,opt,bws,Dom,3.34899299207711,43,3,High (40-80%),Asia,East Asia & Pacific
TKM,Turkmenistan,2030,bau,bws,One,3.34881401031554,35,3,High (40-80%),Asia,Europe & Central Asia
TKM,Turkmenistan,2050,opt,bws,One,3.34708182367327,34,3,High (40-80%),Asia,Europe & Central Asia
UZB,Uzbekistan,2050,pes,bws,One,3.34686332303274,38,3,High (40-80%),Asia,Europe & Central Asia
IRQ,Iraq,2030,bau,bws,Liv,3.34677019883435,36,3,High (40-80%),Asia,Middle East & North Africa
PRT,Portugal,2030,pes,bws,Irr,3.34633975836813,47,3,High (40-80%),Europe,Europe & Central Asia
ARM,Armenia,2080,pes,bws,Irr,3.34597188133016,57,3,High (40-80%),Asia,Europe & Central Asia
MRT,Mauritania,2080,pes,bws,Liv,3.34567736599403,46,3,High (40-80%),Africa,Sub-Saharan Africa
BFA,Burkina Faso,2080,bau,bws,Dom,3.34540880115119,52,3,High (40-80%),Africa,Sub-Saharan Africa
SEN,Senegal,2050,opt,bws,Tot,3.3435207507218,46,3,High (40-80%),Africa,Sub-Saharan Africa
AGO,Angola,2080,opt,bws,Irr,3.34334381759039,50,3,High (40-80%),Africa,Sub-Saharan Africa
MKD,Macedonia,2030,opt,bws,Dom,3.34245006836176,46,3,High (40-80%),Europe,Europe & Central Asia
THA,Thailand,2080,pes,bws,Liv,3.34184491632179,47,3,High (40-80%),Asia,East Asia & Pacific
NPL,Nepal,2080,pes,bws,Ind,3.34183312185772,53,3,High (40-80%),Asia,South Asia
SEN,Senegal,2030,opt,bws,Liv,3.34124357972993,38,3,High (40-80%),Africa,Sub-Saharan Africa
ITA,Italy,2080,bau,bws,Liv,3.34097205733431,48,3,High (40-80%),Europe,Europe & Central Asia
PRT,Portugal,2030,bau,bws,Irr,3.33885509281278,48,3,High (40-80%),Europe,Europe & Central Asia
KGZ,Kyrgyzstan,2050,pes,bws,Dom,3.33839464603798,47,3,High (40-80%),Asia,Europe & Central Asia
KEN,Kenya,2080,bau,bws,Irr,3.33801818123771,56,3,High (40-80%),Africa,Sub-Saharan Africa
MEX,Mexico,2030,bau,bws,Ind,3.33752789714756,47,3,High (40-80%),Americas,Latin America & Caribbean
KGZ,Kyrgyzstan,2050,opt,bws,Tot,3.33709994756458,47,3,High (40-80%),Asia,Europe & Central Asia
ESP,Spain,2030,opt,bws,Liv,3.33704024192714,39,3,High (40-80%),Europe,Europe & Central Asia
ERI,Eritrea,2030,pes,bws,Dom,3.33604048196248,44,3,High (40-80%),Africa,Sub-Saharan Africa
MNG,Mongolia,2080,bau,bws,Tot,3.33513533689749,57,3,High (40-80%),Asia,East Asia & Pacific
THA,Thailand,2050,bau,bws,Liv,3.33415104700218,44,3,High (40-80%),Asia,East Asia & Pacific
IRQ,Iraq,2030,opt,bws,Liv,3.33348522969664,40,3,High (40-80%),Asia,Middle East & North Africa
SEN,Senegal,2080,opt,bws,Irr,3.33244239844829,51,3,High (40-80%),Africa,Sub-Saharan Africa
LUX,Luxembourg,2080,opt,bws,Dom,3.33224532831167,50,3,High (40-80%),Europe,Europe & Central Asia
TUR,Turkey,2050,opt,bws,Tot,3.33094444068823,48,3,High (40-80%),Asia,Europe & Central Asia
LUX,Luxembourg,2030,pes,bws,One,3.33070063863769,36,3,High (40-80%),Europe,Europe & Central Asia
SEN,Senegal,2050,opt,bws,Dom,3.32875301385748,44,3,High (40-80%),Africa,Sub-Saharan Africa
AFG,Afghanistan,2050,pes,bws,One,3.32819057957687,39,3,High (40-80%),Asia,South Asia
MNG,Mongolia,2080,opt,bws,One,3.32728657584078,40,3,High (40-80%),Asia,East Asia & Pacific
ALB,Albania,2030,opt,bws,One,3.32680934611224,36,3,High (40-80%),Europe,Europe & Central Asia
ITA,Italy,2050,bau,bws,One,3.32519554999161,38,3,High (40-80%),Europe,Europe & Central Asia
MEX,Mexico,2080,pes,bws,Liv,3.32479946032894,48,3,High (40-80%),Americas,Latin America & Caribbean
MRT,Mauritania,2030,pes,bws,Dom,3.32465825654179,45,3,High (40-80%),Africa,Sub-Saharan Africa
TUR,Turkey,2050,opt,bws,Dom,3.32440964935924,45,3,High (40-80%),Asia,Europe & Central Asia
ZWE,Zimbabwe,2080,bau,bws,Irr,3.32417796888735,57,3,High (40-80%),Africa,Sub-Saharan Africa
KAZ,Kazakhstan,2080,bau,bws,Irr,3.32410313355692,58,3,High (40-80%),Asia,Europe & Central Asia
AFG,Afghanistan,2080,opt,bws,Tot,3.32408704268046,51,3,High (40-80%),Asia,South Asia
AUS,Australia,2050,opt,bws,Dom,3.32273059706052,46,3,High (40-80%),Oceania,East Asia & Pacific
MEX,Mexico,2030,pes,bws,Ind,3.32089978300652,46,3,High (40-80%),Americas,Latin America & Caribbean
MKD,Macedonia,2030,opt,bws,Liv,3.32011259570851,41,3,High (40-80%),Europe,Europe & Central Asia
ITA,Italy,2080,opt,bws,Liv,3.31921718931971,42,3,High (40-80%),Europe,Europe & Central Asia
BFA,Burkina Faso,2080,opt,bws,Tot,3.31903681669367,52,3,High (40-80%),Africa,Sub-Saharan Africa
MNG,Mongolia,2050,opt,bws,One,3.31857006007522,35,3,High (40-80%),Asia,East Asia & Pacific
MKD,Macedonia,2050,bau,bws,One,3.31681824575609,39,3,High (40-80%),Europe,Europe & Central Asia
SEN,Senegal,2030,opt,bws,Tot,3.31671583539489,49,3,High (40-80%),Africa,Sub-Saharan Africa
NER,Niger,2080,bau,bws,Irr,3.31490933259605,59,3,High (40-80%),Africa,Sub-Saharan Africa
ITA,Italy,2050,pes,bws,One,3.31355393116976,40,3,High (40-80%),Europe,Europe & Central Asia
KAZ,Kazakhstan,2080,pes,bws,Irr,3.31304937423334,58,3,High (40-80%),Asia,Europe & Central Asia
NER,Niger,2050,opt,bws,One,3.31259640375792,36,3,High (40-80%),Africa,Sub-Saharan Africa
THA,Thailand,2050,bau,bws,Dom,3.31053282964049,51,3,High (40-80%),Asia,East Asia & Pacific
ARM,Armenia,2050,bau,bws,Irr,3.30961264194737,50,3,High (40-80%),Asia,Europe & Central Asia
AFG,Afghanistan,2050,opt,bws,Irr,3.30831872043192,49,3,High (40-80%),Asia,South Asia
PRT,Portugal,2030,opt,bws,Tot,3.30733178952061,50,3,High (40-80%),Europe,Europe & Central Asia
KGZ,Kyrgyzstan,2050,opt,bws,Ind,3.30648004159224,46,3,High (40-80%),Asia,Europe & Central Asia
BFA,Burkina Faso,2080,pes,bws,Tot,3.30535250547509,54,3,High (40-80%),Africa,Sub-Saharan Africa
ARM,Armenia,2030,opt,bws,Ind,3.30295096659603,49,3,High (40-80%),Asia,Europe & Central Asia
MNG,Mongolia,2030,pes,bws,Dom,3.30279310516742,46,3,High (40-80%),Asia,East Asia & Pacific
ARM,Armenia,2030,bau,bws,Ind,3.30278459262186,48,3,High (40-80%),Asia,Europe & Central Asia
MLI,Mali,2030,bau,bws,One,3.29786586294176,36,3,High (40-80%),Africa,Sub-Saharan Africa
MNG,Mongolia,2030,bau,bws,Tot,3.29689578417689,48,3,High (40-80%),Asia,East Asia & Pacific
TUR,Turkey,2030,bau,bws,Ind,3.29644739980661,49,3,High (40-80%),Asia,Europe & Central Asia
NPL,Nepal,2050,pes,bws,Irr,3.29516371744538,51,3,High (40-80%),Asia,South Asia
NER,Niger,2080,pes,bws,Dom,3.29512507845858,53,3,High (40-80%),Africa,Sub-Saharan Africa
AFG,Afghanistan,2050,bau,bws,One,3.29492875642288,41,3,High (40-80%),Asia,South Asia
ERI,Eritrea,2050,bau,bws,Irr,3.29397638032145,51,3,High (40-80%),Africa,Sub-Saharan Africa
ARM,Armenia,2030,pes,bws,Ind,3.29329192452213,48,3,High (40-80%),Asia,Europe & Central Asia
MEX,Mexico,2030,opt,bws,Ind,3.29327343764452,50,3,High (40-80%),Americas,Latin America & Caribbean
ERI,Eritrea,2030,opt,bws,Tot,3.29171116943286,51,3,High (40-80%),Africa,Sub-Saharan Africa
SEN,Senegal,2030,bau,bws,Dom,3.29121379310674,46,3,High (40-80%),Africa,Sub-Saharan Africa
PRT,Portugal,2030,opt,bws,Irr,3.29031258039148,50,3,High (40-80%),Europe,Europe & Central Asia
LSO,Lesotho,2030,pes,bws,Tot,3.28943648734925,47,3,High (40-80%),Africa,Sub-Saharan Africa
AUS,Australia,2080,opt,bws,Ind,3.28849763388816,51,3,High (40-80%),Oceania,East Asia & Pacific
AUS,Australia,2080,bau,bws,Dom,3.28814714821187,53,3,High (40-80%),Oceania,East Asia & Pacific
TJK,Tajikistan,2080,bau,bws,Ind,3.28813914336598,58,3,High (40-80%),Asia,Europe & Central Asia
PHL,Philippines,2080,bau,bws,Ind,3.28739187309916,59,3,High (40-80%),Asia,East Asia & Pacific
ITA,Italy,2030,opt,bws,One,3.2869485687368,37,3,High (40-80%),Europe,Europe & Central Asia
NER,Niger,2050,bau,bws,Tot,3.28630145338234,52,3,High (40-80%),Africa,Sub-Saharan Africa
NPL,Nepal,2050,pes,bws,Ind,3.28417821704493,52,3,High (40-80%),Asia,South Asia
UZB,Uzbekistan,2050,opt,bws,One,3.28346514605657,37,3,High (40-80%),Asia,Europe & Central Asia
NER,Niger,2050,bau,bws,One,3.28267084538227,42,3,High (40-80%),Africa,Sub-Saharan Africa
THA,Thailand,2030,pes,bws,Ind,3.28126761009797,49,3,High (40-80%),Asia,East Asia & Pacific
MNG,Mongolia,2080,opt,bws,Irr,3.28104288631121,52,3,High (40-80%),Asia,East Asia & Pacific
IRQ,Iraq,2030,pes,bws,Liv,3.28054712979717,38,3,High (40-80%),Asia,Middle East & North Africa
ALB,Albania,2050,opt,bws,Liv,3.28016571626961,40,3,High (40-80%),Europe,Europe & Central Asia
MLI,Mali,2050,bau,bws,One,3.27908405439027,43,3,High (40-80%),Africa,Sub-Saharan Africa
SEN,Senegal,2080,pes,bws,One,3.27677850642126,46,3,High (40-80%),Africa,Sub-Saharan Africa
ARM,Armenia,2030,opt,bws,Dom,3.27576167261756,47,3,High (40-80%),Asia,Europe & Central Asia
ARM,Armenia,2030,bau,bws,Dom,3.27563218895798,47,3,High (40-80%),Asia,Europe & Central Asia
LSO,Lesotho,2080,opt,bws,One,3.27522766362211,42,3,High (40-80%),Africa,Sub-Saharan Africa
PRT,Portugal,2050,bau,bws,One,3.27487202362684,44,3,High (40-80%),Europe,Europe & Central Asia
PRT,Portugal,2030,opt,bws,Ind,3.27474643508611,51,3,High (40-80%),Europe,Europe & Central Asia
PER,Peru,2050,pes,bws,Ind,3.27373113815598,53,3,High (40-80%),Americas,Latin America & Caribbean
PER,Peru,2030,bau,bws,Ind,3.27303731108019,50,3,High (40-80%),Americas,Latin America & Caribbean
TKM,Turkmenistan,2050,opt,bws,Dom,3.27273907472383,47,3,High (40-80%),Asia,Europe & Central Asia
THA,Thailand,2050,opt,bws,Dom,3.27089503841085,48,3,High (40-80%),Asia,East Asia & Pacific
NER,Niger,2050,pes,bws,Liv,3.26958412932243,41,3,High (40-80%),Africa,Sub-Saharan Africa
MEX,Mexico,2050,opt,bws,Ind,3.268974147238,47,3,High (40-80%),Americas,Latin America & Caribbean
LUX,Luxembourg,2030,bau,bws,One,3.26875823230548,37,3,High (40-80%),Europe,Europe & Central Asia
MNG,Mongolia,2050,opt,bws,Tot,3.26800591653119,49,3,High (40-80%),Asia,East Asia & Pacific
LSO,Lesotho,2050,pes,bws,Dom,3.26505833420351,48,3,High (40-80%),Africa,Sub-Saharan Africa
MLI,Mali,2030,opt,bws,One,3.26452268072181,38,3,High (40-80%),Africa,Sub-Saharan Africa
ITA,Italy,2050,pes,bws,Liv,3.26388876061861,42,3,High (40-80%),Europe,Europe & Central Asia
LUX,Luxembourg,2080,opt,bws,Irr,3.26355891615743,53,3,High (40-80%),Europe,Europe & Central Asia
ARM,Armenia,2030,pes,bws,Dom,3.26207091562993,47,3,High (40-80%),Asia,Europe & Central Asia
LUX,Luxembourg,2050,bau,bws,Ind,3.26075552996129,53,3,High (40-80%),Europe,Europe & Central Asia
ITA,Italy,2050,bau,bws,Liv,3.26069691514814,45,3,High (40-80%),Europe,Europe & Central Asia
LSO,Lesotho,2080,pes,bws,Liv,3.26068492844128,49,3,High (40-80%),Africa,Sub-Saharan Africa
THA,Thailand,2050,opt,bws,Liv,3.26039151533045,41,3,High (40-80%),Asia,East Asia & Pacific
TUR,Turkey,2050,pes,bws,Liv,3.26032700422857,43,3,High (40-80%),Asia,Europe & Central Asia
LUX,Luxembourg,2050,bau,bws,Tot,3.25894460096271,53,3,High (40-80%),Europe,Europe & Central Asia
MKD,Macedonia,2050,pes,bws,One,3.25891133691999,41,3,High (40-80%),Europe,Europe & Central Asia
PER,Peru,2050,opt,bws,Ind,3.25884756633675,48,3,High (40-80%),Americas,Latin America & Caribbean
ITA,Italy,2030,pes,bws,One,3.2571392623968,37,3,High (40-80%),Europe,Europe & Central Asia
LUX,Luxembourg,2080,opt,bws,Liv,3.25675380921382,43,3,High (40-80%),Europe,Europe & Central Asia
AZE,Azerbaijan,2080,bau,bws,Ind,3.25626064209825,60,3,High (40-80%),Asia,Europe & Central Asia
BFA,Burkina Faso,2080,opt,bws,Liv,3.25545647674052,44,3,High (40-80%),Africa,Sub-Saharan Africa
MKD,Macedonia,2080,opt,bws,One,3.25535604470038,43,3,High (40-80%),Europe,Europe & Central Asia
SEN,Senegal,2050,pes,bws,Liv,3.25509341630648,44,3,High (40-80%),Africa,Sub-Saharan Africa
MNG,Mongolia,2050,pes,bws,Tot,3.25207924338411,51,3,High (40-80%),Asia,East Asia & Pacific
ERI,Eritrea,2080,bau,bws,Irr,3.25186940684786,60,3,High (40-80%),Africa,Sub-Saharan Africa
SEN,Senegal,2030,opt,bws,Irr,3.25171660392478,51,3,High (40-80%),Africa,Sub-Saharan Africa
SEN,Senegal,2050,bau,bws,Irr,3.25131066455501,52,3,High (40-80%),Africa,Sub-Saharan Africa
MKD,Macedonia,2030,pes,bws,Irr,3.25083634389083,48,3,High (40-80%),Europe,Europe & Central Asia
TUR,Turkey,2030,pes,bws,Ind,3.24860352199578,50,3,High (40-80%),Asia,Europe & Central Asia
ERI,Eritrea,2050,pes,bws,Irr,3.24816071016803,52,3,High (40-80%),Africa,Sub-Saharan Africa
NPL,Nepal,2080,pes,bws,Tot,3.24756761577222,55,3,High (40-80%),Asia,South Asia
AZE,Azerbaijan,2080,bau,bws,Liv,3.24751321391999,49,3,High (40-80%),Asia,Europe & Central Asia
NPL,Nepal,2080,bau,bws,Irr,3.24719278430582,61,3,High (40-80%),Asia,South Asia
MLI,Mali,2030,pes,bws,One,3.246699644921,38,3,High (40-80%),Africa,Sub-Saharan Africa
LUX,Luxembourg,2050,bau,bws,Dom,3.2445665472459,52,3,High (40-80%),Europe,Europe & Central Asia
ITA,Italy,2030,bau,bws,One,3.24456408316009,38,3,High (40-80%),Europe,Europe & Central Asia
MNG,Mongolia,2080,pes,bws,Tot,3.24374627783306,56,3,High (40-80%),Asia,East Asia & Pacific
MNG,Mongolia,2030,opt,bws,Dom,3.24124595028162,48,3,High (40-80%),Asia,East Asia & Pacific
AUS,Australia,2050,pes,bws,Tot,3.2404412696021,52,3,High (40-80%),Oceania,East Asia & Pacific
NPL,Nepal,2030,opt,bws,Irr,3.23966076052687,52,3,High (40-80%),Asia,South Asia
KGZ,Kyrgyzstan,2050,opt,bws,Dom,3.2387463409268,49,3,High (40-80%),Asia,Europe & Central Asia
NER,Niger,2080,pes,bws,One,3.23802956512553,47,3,High (40-80%),Africa,Sub-Saharan Africa
LUX,Luxembourg,2030,pes,bws,Ind,3.23792796965205,51,3,High (40-80%),Europe,Europe & Central Asia
COG,Republic of Congo,2080,bau,bws,Irr,3.23702112361344,63,3,High (40-80%),Africa,Sub-Saharan Africa
PER,Peru,2030,pes,bws,Ind,3.23678890135901,52,3,High (40-80%),Americas,Latin America & Caribbean
THA,Thailand,2050,pes,bws,Liv,3.23579820615909,45,3,High (40-80%),Asia,East Asia & Pacific
ZWE,Zimbabwe,2080,pes,bws,Ind,3.23534216633597,54,3,High (40-80%),Africa,Sub-Saharan Africa
LUX,Luxembourg,2030,pes,bws,Tot,3.23518439174363,48,3,High (40-80%),Europe,Europe & Central Asia
SEN,Senegal,2050,opt,bws,Irr,3.23510987218278,50,3,High (40-80%),Africa,Sub-Saharan Africa
NPL,Nepal,2030,opt,bws,Ind,3.23413209780481,52,3,High (40-80%),Asia,South Asia
MLI,Mali,2050,opt,bws,One,3.23388991678923,38,3,High (40-80%),Africa,Sub-Saharan Africa
MKD,Macedonia,2030,bau,bws,Irr,3.23383623306179,49,3,High (40-80%),Europe,Europe & Central Asia
PRT,Portugal,2080,opt,bws,Liv,3.23336935162737,45,3,High (40-80%),Europe,Europe & Central Asia
MEX,Mexico,2080,opt,bws,One,3.23293130673597,44,3,High (40-80%),Americas,Latin America & Caribbean
AFG,Afghanistan,2050,opt,bws,Tot,3.23253700141869,50,3,High (40-80%),Asia,South Asia
THA,Thailand,2080,opt,bws,Liv,3.23097128874144,46,3,High (40-80%),Asia,East Asia & Pacific
ARM,Armenia,2050,pes,bws,Ind,3.22923252367226,54,3,High (40-80%),Asia,Europe & Central Asia
PER,Peru,2080,opt,bws,Ind,3.22920434342253,52,3,High (40-80%),Americas,Latin America & Caribbean
NER,Niger,2030,pes,bws,Tot,3.22722178458857,50,3,High (40-80%),Africa,Sub-Saharan Africa
AFG,Afghanistan,2080,bau,bws,Dom,3.22518666996404,54,3,High (40-80%),Asia,South Asia
THA,Thailand,2030,opt,bws,Liv,3.22484729694384,42,3,High (40-80%),Asia,East Asia & Pacific
PER,Peru,2030,opt,bws,Ind,3.22366222458653,53,3,High (40-80%),Americas,Latin America & Caribbean
TUR,Turkey,2050,opt,bws,Ind,3.22364675835924,49,3,High (40-80%),Asia,Europe & Central Asia
MKD,Macedonia,2030,opt,bws,One,3.22081491975341,40,3,High (40-80%),Europe,Europe & Central Asia
AUS,Australia,2080,opt,bws,Tot,3.22074375808008,53,3,High (40-80%),Oceania,East Asia & Pacific
TUR,Turkey,2080,opt,bws,Liv,3.22064643558066,47,3,High (40-80%),Asia,Europe & Central Asia
NPL,Nepal,2050,opt,bws,Irr,3.21931828586903,51,3,High (40-80%),Asia,South Asia
ERI,Eritrea,2080,opt,bws,Dom,3.21922122524689,51,3,High (40-80%),Africa,Sub-Saharan Africa
ITA,Italy,2030,opt,bws,Liv,3.21833921967739,43,3,High (40-80%),Europe,Europe & Central Asia
THA,Thailand,2050,pes,bws,Dom,3.21811778640532,49,3,High (40-80%),Asia,East Asia & Pacific
ARM,Armenia,2050,pes,bws,Dom,3.21790379148187,50,3,High (40-80%),Asia,Europe & Central Asia
MNG,Mongolia,2030,pes,bws,Tot,3.21774586335594,51,3,High (40-80%),Asia,East Asia & Pacific
NER,Niger,2080,bau,bws,One,3.21717903486609,50,3,High (40-80%),Africa,Sub-Saharan Africa
ALB,Albania,2050,opt,bws,One,3.21717700767118,39,3,High (40-80%),Europe,Europe & Central Asia
MLI,Mali,2050,pes,bws,One,3.21691598116444,42,3,High (40-80%),Africa,Sub-Saharan Africa
AFG,Afghanistan,2030,pes,bws,One,3.21652091268968,39,3,High (40-80%),Asia,South Asia
ALB,Albania,2030,bau,bws,Liv,3.21651883299619,37,3,High (40-80%),Europe,Europe & Central Asia
LUX,Luxembourg,2030,pes,bws,Dom,3.21363832579432,48,3,High (40-80%),Europe,Europe & Central Asia
MKD,Macedonia,2030,pes,bws,Tot,3.21359416181491,52,3,High (40-80%),Europe,Europe & Central Asia
ALB,Albania,2030,pes,bws,Liv,3.21332847365642,39,3,High (40-80%),Europe,Europe & Central Asia
THA,Thailand,2030,bau,bws,Dom,3.21257247578901,48,3,High (40-80%),Asia,East Asia & Pacific
THA,Thailand,2080,opt,bws,Dom,3.21212439888244,52,3,High (40-80%),Asia,East Asia & Pacific
NER,Niger,2030,bau,bws,Tot,3.21141414381857,49,3,High (40-80%),Africa,Sub-Saharan Africa
BFA,Burkina Faso,2080,bau,bws,Liv,3.20999556369763,50,3,High (40-80%),Africa,Sub-Saharan Africa
NER,Niger,2050,opt,bws,Dom,3.20934186147699,50,3,High (40-80%),Africa,Sub-Saharan Africa
THA,Thailand,2030,bau,bws,Liv,3.20878409267535,38,3,High (40-80%),Asia,East Asia & Pacific
LUX,Luxembourg,2030,opt,bws,One,3.2055595123587,41,3,High (40-80%),Europe,Europe & Central Asia
NPL,Nepal,2050,pes,bws,Tot,3.20552757096262,53,3,High (40-80%),Asia,South Asia
THA,Thailand,2030,opt,bws,Dom,3.20397441983896,49,3,High (40-80%),Asia,East Asia & Pacific
AZE,Azerbaijan,2080,bau,bws,Dom,3.20311872277913,56,3,High (40-80%),Asia,Europe & Central Asia
ARM,Armenia,2080,bau,bws,One,3.20182478360142,51,3,High (40-80%),Asia,Europe & Central Asia
NPL,Nepal,2030,opt,bws,Tot,3.19768340236815,52,3,High (40-80%),Asia,South Asia
ARM,Armenia,2030,opt,bws,Tot,3.19698074202635,53,3,High (40-80%),Asia,Europe & Central Asia
ZWE,Zimbabwe,2080,opt,bws,Ind,3.19669562243717,53,3,High (40-80%),Africa,Sub-Saharan Africa
AUS,Australia,2080,bau,bws,Irr,3.19561544088119,64,3,High (40-80%),Oceania,East Asia & Pacific
CAN,Canada,2080,pes,bws,Irr,3.19486750434894,59,3,High (40-80%),Americas,North America
MKD,Macedonia,2030,bau,bws,Tot,3.19371949693644,50,3,High (40-80%),Europe,Europe & Central Asia
ARM,Armenia,2030,bau,bws,Tot,3.19305580097417,51,3,High (40-80%),Asia,Europe & Central Asia
MEX,Mexico,2080,pes,bws,One,3.18964344680415,48,3,High (40-80%),Americas,Latin America & Caribbean
TZA,Tanzania,2080,pes,bws,Ind,3.18931433122854,55,3,High (40-80%),Africa,Sub-Saharan Africa
ARM,Armenia,2030,pes,bws,Tot,3.18908316633086,53,3,High (40-80%),Asia,Europe & Central Asia
NER,Niger,2030,pes,bws,Irr,3.18905866624812,49,3,High (40-80%),Africa,Sub-Saharan Africa
LSO,Lesotho,2030,opt,bws,Dom,3.18843815017483,50,3,High (40-80%),Africa,Sub-Saharan Africa
AFG,Afghanistan,2030,opt,bws,One,3.18650214135784,42,3,High (40-80%),Asia,South Asia
LUX,Luxembourg,2050,bau,bws,Irr,3.18601872612215,54,3,High (40-80%),Europe,Europe & Central Asia
PRT,Portugal,2050,opt,bws,Liv,3.18242248316758,42,3,High (40-80%),Europe,Europe & Central Asia
